player,pos,age,tm,g,gs,mp,fg,fga,fg%,3p,3pa,3p%,2p,2pa,2p%,efg%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,salary,salary_million,value_index,salary_per_point,pts_per_minute,efficiency_index,efficiency_per_million
yuta watanabe,SF,28,BRK,58,1,16.0,2.0,4.0,0.491,1.0,2.3,0.444,0.9,1.7,0.557,0.621,0.6,0.8,0.723,0.5,1.9,2.4,0.8,0.4,0.3,0.4,1.4,5.6,1968175.0,1.968175,4.471147128685204,6059.652074939496,0.34999997812500133,9.100000000000001,4.623572598981291
lindy waters iii,SG,25,OKC,41,0,13.0,1.7,4.3,0.393,1.4,4.0,0.358,0.3,0.4,0.75,0.556,0.4,0.5,0.8,0.4,1.4,1.8,0.7,0.3,0.3,0.2,1.0,5.2,2316876.0,2.316876,3.323440702048793,10867.148166664407,0.39999996923077163,8.100000000000001,3.4960869722850947
trendon watford,PF,22,POR,62,12,19.1,2.9,5.2,0.56,0.4,1.0,0.391,2.5,4.2,0.602,0.599,1.2,1.6,0.72,0.7,3.2,3.8,2.1,0.5,0.2,1.1,1.9,7.4,1563518.0,1.563518,8.506457872566864,3407.8421896080163,0.38743453468929134,12.899999999999999,8.25062455309117
peyton watson,SG,20,DEN,23,2,8.1,1.3,2.6,0.492,0.3,0.6,0.429,1.0,2.0,0.511,0.542,0.5,0.9,0.55,0.3,1.3,1.6,0.5,0.1,0.5,0.3,0.6,3.3,2193960.0,2.19396,2.4613028496417435,28905.928472912674,0.4074073571102029,5.7,2.598041896844063
blake wesley,SG,19,SAS,37,1,18.1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,4.4,0.301,0.367,0.7,1.2,0.591,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,5.0,2385480.0,2.38548,4.1501081543337195,12894.48641678656,0.2762430786606033,8.899999999999999,3.7309053104616257
russell westbrook,PG,34,TOT,73,24,29.1,5.9,13.6,0.436,1.2,3.9,0.311,4.7,9.7,0.487,0.481,2.8,4.3,0.656,1.2,4.6,5.8,7.5,1.0,0.5,3.5,2.2,15.9,47080179.0,47.080179,0.6202185424995941,40561.88417285957,0.5463917338009713,27.2,0.5777378204105809
russell westbrook,PG,34,LAL,52,3,28.7,5.8,14.0,0.417,1.2,4.1,0.296,4.6,9.9,0.467,0.46,3.0,4.6,0.655,1.1,5.0,6.2,7.5,1.0,0.4,3.5,2.3,15.9,47080179.0,47.080179,0.6287146869173968,56942.64506900986,0.554006949337737,27.5,0.5841099287239329
russell westbrook,PG,34,LAC,21,21,30.2,6.1,12.5,0.489,1.2,3.5,0.356,4.9,9.0,0.54,0.538,2.4,3.6,0.658,1.4,3.4,4.9,7.6,1.1,0.5,3.4,2.0,15.8,47080179.0,47.080179,0.6011022175595382,141893.24550363698,0.5231787906232189,26.500000000000007,0.5628695676794263
coby white,SG,22,CHI,74,2,23.4,3.6,8.0,0.443,1.7,4.6,0.372,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,7413955.0,7.413955,2.0771639428618056,10328.719684691112,0.41452989681496166,15.2,2.0501877877597043
derrick white,SG,28,BOS,82,70,28.3,4.3,9.2,0.462,1.8,4.8,0.381,2.5,4.5,0.548,0.56,2.0,2.3,0.875,0.6,2.9,3.6,3.9,0.7,0.9,1.2,2.2,12.4,17142857.0,17.142857,1.1608333430069444,16859.615443686453,0.4381625286868364,20.299999999999997,1.184166676534722
jack white,SF,25,DEN,17,0,3.9,0.5,1.1,0.421,0.2,0.5,0.333,0.3,0.6,0.5,0.5,0.1,0.2,0.667,0.4,0.6,1.0,0.2,0.2,0.1,0.1,0.5,1.2,508891.0,0.508891,4.716137640477038,24945.636032076665,0.3076922287968644,2.6000000000000005,5.109149110516792
joe wieskamp,SF,23,TOR,9,0,5.6,0.3,1.6,0.214,0.3,1.3,0.25,0.0,0.2,0.0,0.321,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.3,1.0,2909261.0,2.909261,0.5843408343218432,323251.1863054238,0.17857139668367916,1.5999999999999999,0.5499678440676171
aaron wiggins,SG,24,OKC,70,14,18.5,2.7,5.2,0.512,0.7,1.7,0.393,2.0,3.4,0.573,0.579,0.8,1.0,0.831,1.0,2.0,3.0,1.1,0.6,0.2,0.8,1.6,6.8,1563518.0,1.563518,6.971457955712695,3284.7016737716353,0.3675675476990514,10.899999999999999,6.971457955712693
andrew wiggins,SF,27,GSW,37,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,8.2,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1,33616770.0,33.61677,0.7258282101463049,53132.24268510788,0.5310558841286993,25.1,0.7466511506013219
lindell wigginton,PG,24,MIL,7,1,12.4,2.6,5.3,0.486,0.9,2.6,0.333,1.7,2.7,0.632,0.568,1.1,1.3,0.889,0.0,1.0,1.0,2.0,0.0,0.3,1.7,1.0,7.1,99438.0,0.099438,101.57082805366157,2000.7645472683193,0.5725805989854356,8.700000000000001,87.49170337295602
alondes williams,SG,23,BRK,1,0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,254446.0,0.254446,3.9301069775119277,254446000000.0,0.0,-1.0,-3.9301069775119277
donovan williams,SG,21,ATL,2,0,2.0,1.0,2.5,0.4,0.0,1.0,0.0,1.0,1.5,0.667,0.4,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,239822.0,0.239822,12.509277714304776,59955.485011128745,0.99999950000025,3.0,12.509277714304776
grant williams,PF,24,BOS,79,23,25.9,2.7,6.0,0.454,1.5,3.7,0.395,1.3,2.3,0.546,0.575,1.2,1.5,0.77,1.1,3.5,4.6,1.7,0.5,0.4,1.0,2.4,8.1,4306281.0,4.306281,3.3439527053622364,6729.6155544153535,0.312741300666359,14.299999999999999,3.320730811574999
jalen williams,SG,21,OKC,75,62,30.3,5.5,10.6,0.521,1.0,2.7,0.356,4.5,7.9,0.579,0.567,2.1,2.5,0.812,1.1,3.4,4.5,3.3,1.4,0.5,1.6,2.5,14.1,4341480.0,4.34148,5.044362751872634,4105.418435834119,0.46534651929549437,22.2,5.113463611487327
jaylin williams,C,20,OKC,49,36,18.7,2.1,4.8,0.436,0.9,2.3,0.407,1.1,2.5,0.463,0.534,0.8,1.1,0.704,0.9,4.0,4.9,1.6,0.6,0.2,0.8,2.3,5.9,2000000.0,2.0,6.2,6918.021421936972,0.31550800451828853,12.399999999999999,6.199999999999999
jeenathan williams,SG,23,POR,5,4,25.4,4.8,7.8,0.615,0.6,1.6,0.375,4.2,6.2,0.677,0.654,0.4,0.6,0.667,2.0,1.0,3.0,2.0,0.6,0.4,0.8,2.6,10.6,52644.0,0.052644,296.33006610439935,993.2830001267359,0.41732281821563705,15.799999999999997,300.12916951599414
kenrich williams,PF,28,OKC,53,10,22.8,3.4,6.5,0.517,0.9,2.5,0.373,2.4,4.0,0.608,0.59,0.3,0.7,0.436,1.8,3.1,4.9,2.0,0.8,0.3,0.6,2.1,8.0,2000000.0,2.0,7.45,4716.981120950516,0.3508771775931062,15.4,7.7
mark williams,C,21,CHO,43,17,19.3,3.7,5.8,0.637,0.0,0.0,,3.7,5.8,0.637,0.637,1.6,2.3,0.691,2.2,4.9,7.1,0.4,0.7,1.0,0.9,2.2,9.0,3722040.0,3.72204,4.433052841989877,9617.674393752779,0.4663212193615948,17.3,4.647988737359083
patrick williams,PF,21,CHI,82,65,28.3,3.8,8.3,0.464,1.4,3.4,0.415,2.4,4.9,0.498,0.549,1.1,1.3,0.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2,7775400.0,7.7754,1.9806054993955293,9296.269716288534,0.36042401553272024,15.999999999999996,2.057771947423926
robert williams,C,25,BOS,35,20,23.5,3.6,4.9,0.747,0.0,0.0,0.0,3.6,4.8,0.751,0.747,0.7,1.2,0.61,3.0,5.4,8.3,1.4,0.6,1.4,1.0,1.9,8.0,10714287.0,10.714287,1.6519998017600237,38265.31057762389,0.34042551742870136,18.7,1.7453331238933583
ziaire williams,SF,21,MEM,37,4,15.2,2.3,5.3,0.429,0.7,2.6,0.258,1.6,2.7,0.596,0.492,0.5,0.6,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1.0,1.6,5.7,4591680.0,4.59168,1.8947313401630776,21771.83488965465,0.374999975328949,8.3,1.8076172555578787
zion williamson,PF,22,NOP,29,29,33.0,9.8,16.2,0.608,0.2,0.7,0.368,9.6,15.5,0.618,0.615,6.1,8.6,0.714,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0,13534817.0,13.534817,2.77802056725259,17950.685652585296,0.7878787640036738,35.900000000000006,2.6524185735204253
dylan windler,SF,26,CLE,3,0,3.3,0.7,1.0,0.667,0.3,0.7,0.5,0.3,0.3,1.0,0.833,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.7,4037277.0,4.037277,0.4953833982657123,791622.7859563165,0.5151513590450427,1.9999999999999998,0.49538339826571226
justise winslow,PF,26,POR,29,11,26.8,2.8,6.8,0.409,0.5,1.6,0.311,2.3,5.3,0.438,0.444,0.7,1.0,0.714,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,4097561.0,4.097561,3.7095237874433113,20778.70679118303,0.253731333815995,15.100000000000001,3.6851190256838158
james wiseman,C,21,TOT,45,22,19.3,4.2,7.5,0.558,0.1,0.4,0.2,4.1,7.1,0.58,0.563,1.5,2.2,0.701,1.6,4.3,5.9,0.7,0.2,0.6,1.1,2.4,10.0,9603360.0,9.60336,1.728561670082138,21340.799952576,0.5181346881795498,16.3,1.6973226037553524
james wiseman,C,21,GSW,21,0,12.5,2.8,4.5,0.628,0.0,0.1,0.5,2.8,4.4,0.63,0.633,1.2,1.8,0.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9,9603360.0,9.60336,1.155845454091068,66275.77594012576,0.5519999558400036,10.8,1.1246063877642825
james wiseman,C,21,DET,24,22,25.2,5.4,10.2,0.531,0.1,0.8,0.167,5.3,9.5,0.559,0.537,1.8,2.5,0.712,2.3,5.8,8.1,0.7,0.2,0.8,1.5,2.9,12.7,9603360.0,9.60336,2.238799753419636,31507.08651080353,0.5039682339695145,20.999999999999996,2.186734642874993
christian wood,C,27,DAL,67,17,25.9,5.9,11.5,0.515,1.6,4.2,0.376,4.3,7.3,0.594,0.583,3.2,4.2,0.772,1.3,6.0,7.3,1.8,0.4,1.1,1.8,2.5,16.6,14317459.0,14.317459,1.795011251647377,12873.097452910359,0.6409266161804396,25.400000000000002,1.7740578129121936
delon wright,PG,30,WAS,50,14,24.4,2.8,5.8,0.474,0.8,2.4,0.345,1.9,3.4,0.564,0.545,1.0,1.2,0.867,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4,7804878.0,7.804878,1.9090625119316407,21094.26480785334,0.30327867609513626,16.1,2.0628125128925783
gabe york,SG,29,IND,3,0,18.7,2.7,7.0,0.381,2.0,6.0,0.333,0.7,1.0,0.667,0.524,0.7,0.7,1.0,0.0,2.0,2.0,1.7,0.7,0.0,0.0,1.7,8.0,32171.0,0.032171,363.6815765751764,1340.458277480905,0.42780746375361156,12.399999999999999,385.4403033788194
thaddeus young,PF,34,TOR,54,9,14.7,2.0,3.7,0.545,0.1,0.6,0.176,1.9,3.0,0.622,0.561,0.3,0.5,0.692,1.3,1.8,3.1,1.4,1.0,0.1,0.8,1.6,4.4,8000000.0,8.0,1.1125,33670.03352832477,0.2993197075292717,9.2,1.15
trae young,PG,24,ATL,73,73,34.8,8.2,19.0,0.429,2.1,6.3,0.335,6.1,12.7,0.476,0.485,7.8,8.8,0.886,0.8,2.2,3.0,10.2,1.1,0.1,4.1,1.4,26.2,37096500.0,37.0965,1.0620948067877023,19395.848572939532,0.7528735415840937,36.5,0.98392031593277
omer yurtseven,C,24,MIA,9,0,9.2,1.8,3.0,0.593,0.3,0.8,0.429,1.4,2.2,0.65,0.648,0.6,0.7,0.833,0.9,1.7,2.6,0.2,0.2,0.2,0.4,1.8,4.4,1752638.0,1.752638,4.108093057436847,44258.534235895604,0.47826081758034605,7.2,4.108093057436847
cody zeller,C,30,MIA,15,2,14.5,2.5,3.9,0.627,0.0,0.1,0.0,2.5,3.8,0.649,0.627,1.6,2.3,0.686,1.7,2.6,4.3,0.7,0.2,0.3,0.9,2.2,6.5,743922.0,0.743922,15.458609908027993,7629.9691525131375,0.448275831153391,11.1,14.920919128618323
ivica zubac,C,25,LAC,76,76,28.6,4.3,6.8,0.634,0.0,0.0,0.0,4.3,6.7,0.637,0.634,2.2,3.1,0.697,3.1,6.8,9.9,1.0,0.4,1.3,1.5,2.9,10.8,10123457.0,10.123457,2.1435365409266818,12333.646427468753,0.37762236441879843,21.900000000000002,2.1632926380780795
